"RFP_WaterID","X2015_Stocked","GIS_Key","WaterName","SectionNumber","waterid","surveyid","lat","long","SurveyDate","Rivermile","length","width","species","sizebin","catch","DeadOrMarkedCapture","EffortNumber","EstimateType","SiteEffortHours","gear","surveypurpose","date","year"
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",75,0,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",100,3,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",125,7,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",150,1,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",175,0,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",200,0,"NULL",2,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",25,1,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",50,6,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",75,0,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",100,2,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",125,1,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",150,1,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",175,0,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
110,"No","110-1","Amos Branch",1,231,48459,41.235278,-78.034444,"7/21/1997",0.85,300,2.7,"Brook Trout",200,0,"NULL",3,"Zippen 3 Pass Removel",0.475,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1997-07-21,1997
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",25,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",75,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",100,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",25,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",75,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",100,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",25,1,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",75,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brook Trout",100,1,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",0,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",25,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",50,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",75,2,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",100,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",125,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",150,0,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",175,2,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",200,3,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",225,4,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",250,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",275,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",325,2,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",350,3,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",375,1,"NULL",1,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",0,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",25,3,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",50,2,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",75,4,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",100,1,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",125,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",150,1,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",175,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",200,1,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",225,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",250,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",275,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",325,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",350,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",375,0,"NULL",2,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",0,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",25,3,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",50,1,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",75,1,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",100,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",125,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",150,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",175,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",200,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",225,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",250,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",275,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",325,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",350,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,45909,41.747222,-79.082778,"6/1/1981",0.7,153,5.6,"Brown Trout",375,0,"NULL",3,"Zippen 3 Pass Removel",1.1,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-01,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",25,6,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",75,7,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",100,8,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",125,3,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",150,3,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",175,2,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",225,1,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",25,1,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",75,3,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",100,3,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",125,0,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",150,0,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",175,0,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",225,0,"NULL",2,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",25,1,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",75,4,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",100,0,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",125,0,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",150,1,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",175,0,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brook Trout",225,0,"NULL",3,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brown Trout",25,0,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brown Trout",50,2,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brown Trout",75,5,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
2620,"No","2620-1","Arnot Run",1,4398,34166,41.737778,-79.08,"6/3/1981",1.5,285,8.1,"Brown Trout",125,0,"NULL",1,"Zippen 3 Pass Removel",2,"Electrobackpack","Fish - Population Estimate Absolute Abundance Indices",1981-06-03,1981
